,name,price,image,rate
80,"OPPO Reno 12F - 6.6"" 256GB/8GB Dual SIM 4G Mobile Phone - Olive Green","EGP 12,650.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
81,"OPPO Reno 12F - 6.6"" 256GB/12GB Dual SIM 5G Phone Mobile - Olive Green","EGP 15,620.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
82,"OPPO Reno 12F - 6.6"" 256GB/8GB Dual SIM 4G Mobile Phone - Matte Grey","EGP 12,650.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
83,"OPPO Reno 12F - 6.6"" 256GB/12GB Dual SIM 5G Phone Mobile - Amber Orange","EGP 15,620.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
84,XIAOMI Redmi Note 13 - 8GB RAM - 256GB - Black,"EGP 9,699.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
85,realme Note 50 Mobile Phone - 6.74 Inches - Dual SIM 4G 64GB/3GB - Midnight Black,"EGP 4,840.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
86,"OPPO Reno 12F - 6.6"" 512GB/12GB Dual SIM 5G Mobile Phone - Amber Orange","EGP 17,360.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
87,"XIAOMI Redmi A3 - 6.7"" 64GB/3GB Dual SIM 4G Mobile Phone - Star Blue","EGP 4,290.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
88,"OPPO A3 - 6.6"" 256GB/8GB Dual SIM 4G Mobile Phone - Starry Purple","EGP 10,200.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
89,The First Touch And Keybad (4G) Mobile Phone That Supports Wi-Fi And Android App,"EGP 2,100.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
90,Infinix Smart 8 Mobile Phone - 6.6 Inches - Dual SIM 4G 64GB/4GB - Timber Black,"EGP 4,290.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
91,XIAOMI Redmi Note 13 - 8GB RAM - 256GB - Blue,"EGP 9,699.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating
92,XIAOMI Redmi 13 - 6.79-inch 256GB/8GB Dual SIM Mobile Phone - Midnight Black,"EGP 8,699.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating
93,"OPPO A60 - 6.6"" 256GB/8GB Dual SIM 4G Mobile Phone - Ripple Blue","EGP 10,505.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
94,"Samsung Galaxy A15 - 6.5"" 128GB/6GB Dual SIM 4G Mobile Phone- Light Blue","EGP 8,250.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
95,XIAOMI Redmi 14C - 6.88-inch 4GB/128GB Dual Sim 4G Mobile Phone - Midnight Black,"EGP 6,262.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
96,A car mobile phone holder with a clip attached to the sunshade,EGP 199.00,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
97,Samsung Galaxy A15 - 8GB RAM - 256GB - Blue Black,"EGP 9,999.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
98,Samsung Galaxy A05s Mobile Phone - 6.7 Inches - Dual SIM 4G 128GB/4GB - Black,"EGP 7,150.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
99,Infinix Smart 8 Mobile Phone - 6.6 Inches - Dual SIM 4G 128GB/4GB - Timber Black,"EGP 4,785.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
100,Samsung Galaxy A05s Mobile Phone - 6.7 Inches - Dual SIM 4G 128GB/4GB - Light Violet,"EGP 7,150.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
101,"OPPO A60 - 6.6"" 256GB/8GB Dual SIM 4G Mobile Phone - Midnight Purple","EGP 10,505.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating
102,Hope K19 - 2.4 Inch 4 SIM Card Mobile Phone - Black,"EGP 1,350.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
103,Samsung Galaxy A35 Mobile Phone- 6.6 Inches - Dual SIM 5G 256GB/8GB - Awesome Navy,"EGP 17,380.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating
104,"OPPO A3 - 6.6"" 256GB/8GB Dual SIM 4G Mobile Phone - Sparkle Black","EGP 10,200.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
105,XIAOMI Redmi A3 - 6.71-inch 3GB/64GB Dual Sim 4G Mobile Phone - Midnight Black,"EGP 4,699.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
106,Samsung Galaxy A25 Mobile Phone - 6.5 Inches - Dual SIM 5G 256GB/8GB - Blue Black,"EGP 11,990.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
107,XIAOMI Redmi 14C - 6.88-inch 8GB/256GB Dual Sim 4G Mobile Phone - Starry Blue,"EGP 7,799.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating
108,XIAOMI Redmi 14C - 6.88-inch 8GB/256GB Dual Sim 4G Mobile Phone - Midnight Black,"EGP 7,799.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating
109,XIAOMI Redmi A3 - 6.7 Inches &ndash; Dual Sim 4G 64GB/3GB - Midnight Black,"EGP 4,290.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
110,XIAOMI Redmi A3 - 6.71-inch 3GB/64GB Dual Sim 4G Mobile Phone - Forest Green,"EGP 4,699.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
111,"OPPO A3 - 6.6"" 128GB/6GB Dual SIM 4G Mobile Phone - Starlight White","EGP 8,600.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
112,"Girasol (Girasole) G30-2.4-inch Dual SIM Mobile Phone - Gold, Earphone Free, 12 Months Warranty",EGP 750.00,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
113,OPPO A18 - 6.5 Inches Mobile Phone - Dual SIM 4G 64GB/4GB - Glowing Black,"EGP 5,775.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
114,XIAOMI Redmi A3 - 6.7 Inches &ndash; Dual Sim 4G 128GB/4GB - Midnight Black,"EGP 5,335.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
115,XIAOMI Redmi 13C - 6.74-inch 8GB/256GB Dual Sim 4G Mobile Phone - Midnight Black,"EGP 7,299.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating
116,OPPO A18 Mobile Phone - 6.56 Inches - Dual SIM 4G 64GB/4GB - Glowing Blue,"EGP 5,775.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
117,OPPO Reno 12F - Dual SIM 5G 512GB/12GB Mobile Phone - Olive Green,"EGP 17,360.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
118,XIAOMI Redmi 14C - 6.88-inch 8GB/256GB Dual Sim 4G Mobile Phone - Dreamy Purple,"EGP 7,799.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
119,Itel It2160 - 1.77-inch Dual SIM Mobile Phone - Dark Blue,EGP 699.00,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
120,"OPPO Reno 12F - 6.6"" 256GB/8GB Dual SIM 4G Mobile Phone - Olive Green","EGP 12,650.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
121,"OPPO Reno 12F - 6.6"" 256GB/12GB Dual SIM 5G Phone Mobile - Olive Green","EGP 15,620.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
122,"OPPO Reno 12F - 6.6"" 256GB/8GB Dual SIM 4G Mobile Phone - Matte Grey","EGP 12,650.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
123,"OPPO Reno 12F - 6.6"" 256GB/12GB Dual SIM 5G Phone Mobile - Amber Orange","EGP 15,620.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
124,XIAOMI Redmi Note 13 - 8GB RAM - 256GB - Black,"EGP 9,699.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
125,realme Note 50 Mobile Phone - 6.74 Inches - Dual SIM 4G 64GB/3GB - Midnight Black,"EGP 4,840.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
126,"OPPO Reno 12F - 6.6"" 512GB/12GB Dual SIM 5G Mobile Phone - Amber Orange","EGP 17,360.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
127,"XIAOMI Redmi A3 - 6.7"" 64GB/3GB Dual SIM 4G Mobile Phone - Star Blue","EGP 4,290.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
128,"OPPO A3 - 6.6"" 256GB/8GB Dual SIM 4G Mobile Phone - Starry Purple","EGP 10,200.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
129,The First Touch And Keybad (4G) Mobile Phone That Supports Wi-Fi And Android App,"EGP 2,100.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
130,Infinix Smart 8 Mobile Phone - 6.6 Inches - Dual SIM 4G 64GB/4GB - Timber Black,"EGP 4,290.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
131,XIAOMI Redmi Note 13 - 8GB RAM - 256GB - Blue,"EGP 9,699.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating
132,XIAOMI Redmi 13 - 6.79-inch 256GB/8GB Dual SIM Mobile Phone - Midnight Black,"EGP 8,699.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating
133,"OPPO A60 - 6.6"" 256GB/8GB Dual SIM 4G Mobile Phone - Ripple Blue","EGP 10,505.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
134,"Samsung Galaxy A15 - 6.5"" 128GB/6GB Dual SIM 4G Mobile Phone- Light Blue","EGP 8,250.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
135,XIAOMI Redmi 14C - 6.88-inch 4GB/128GB Dual Sim 4G Mobile Phone - Midnight Black,"EGP 6,262.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
136,A car mobile phone holder with a clip attached to the sunshade,EGP 199.00,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
137,Samsung Galaxy A15 - 8GB RAM - 256GB - Blue Black,"EGP 9,999.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
138,Samsung Galaxy A05s Mobile Phone - 6.7 Inches - Dual SIM 4G 128GB/4GB - Black,"EGP 7,150.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
139,Infinix Smart 8 Mobile Phone - 6.6 Inches - Dual SIM 4G 128GB/4GB - Timber Black,"EGP 4,785.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
140,Samsung Galaxy A05s Mobile Phone - 6.7 Inches - Dual SIM 4G 128GB/4GB - Light Violet,"EGP 7,150.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
141,"OPPO A60 - 6.6"" 256GB/8GB Dual SIM 4G Mobile Phone - Midnight Purple","EGP 10,505.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating
142,Hope K19 - 2.4 Inch 4 SIM Card Mobile Phone - Black,"EGP 1,350.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
143,Samsung Galaxy A35 Mobile Phone- 6.6 Inches - Dual SIM 5G 256GB/8GB - Awesome Navy,"EGP 17,380.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating
144,"OPPO A3 - 6.6"" 256GB/8GB Dual SIM 4G Mobile Phone - Sparkle Black","EGP 10,200.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
145,XIAOMI Redmi A3 - 6.71-inch 3GB/64GB Dual Sim 4G Mobile Phone - Midnight Black,"EGP 4,699.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
146,Samsung Galaxy A25 Mobile Phone - 6.5 Inches - Dual SIM 5G 256GB/8GB - Blue Black,"EGP 11,990.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
147,XIAOMI Redmi 14C - 6.88-inch 8GB/256GB Dual Sim 4G Mobile Phone - Starry Blue,"EGP 7,799.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating
148,XIAOMI Redmi 14C - 6.88-inch 8GB/256GB Dual Sim 4G Mobile Phone - Midnight Black,"EGP 7,799.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating
149,XIAOMI Redmi A3 - 6.7 Inches &ndash; Dual Sim 4G 64GB/3GB - Midnight Black,"EGP 4,290.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
150,XIAOMI Redmi A3 - 6.71-inch 3GB/64GB Dual Sim 4G Mobile Phone - Forest Green,"EGP 4,699.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
151,"OPPO A3 - 6.6"" 128GB/6GB Dual SIM 4G Mobile Phone - Starlight White","EGP 8,600.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
152,"Girasol (Girasole) G30-2.4-inch Dual SIM Mobile Phone - Gold, Earphone Free, 12 Months Warranty",EGP 750.00,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
153,OPPO A18 - 6.5 Inches Mobile Phone - Dual SIM 4G 64GB/4GB - Glowing Black,"EGP 5,775.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
154,XIAOMI Redmi A3 - 6.7 Inches &ndash; Dual Sim 4G 128GB/4GB - Midnight Black,"EGP 5,335.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
155,XIAOMI Redmi 13C - 6.74-inch 8GB/256GB Dual Sim 4G Mobile Phone - Midnight Black,"EGP 7,299.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",No rating
156,OPPO A18 Mobile Phone - 6.56 Inches - Dual SIM 4G 64GB/4GB - Glowing Blue,"EGP 5,775.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
157,OPPO Reno 12F - Dual SIM 5G 512GB/12GB Mobile Phone - Olive Green,"EGP 17,360.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
158,XIAOMI Redmi 14C - 6.88-inch 8GB/256GB Dual Sim 4G Mobile Phone - Dreamy Purple,"EGP 7,799.00","data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
159,Itel It2160 - 1.77-inch Dual SIM Mobile Phone - Dark Blue,EGP 699.00,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
